school_urn,school_laestab,school_name,la_code,la_name,disadvantaged_pupils,disadvantaged_good_pass_pct,non_disadvantaged_good_pass_pct,all_pupils_good_pass_pct,gap_pp
137855,9365416,Hinchley Wood School,E10000030,Surrey,13,46.2,83.4,80.9,37.2
139856,3734225,Hinde House 2-16 Academy,E08000019,Sheffield,88,31.8,49,41.8,17.2
107585,3816006,Hipperholme Grammar School,E08000033,Calderdale,z,,,,
139154,9194008,Hitchin Boys' School,E10000015,Hertfordshire,14,21.4,69.9,,48.5
137288,9194009,Hitchin Girls' School,E10000015,Hertfordshire,26,42.3,72.5,,30.2
139311,9264006,Hobart High School,E10000020,Norfolk,23,26.1,55.1,52.4,29.0
136482,9195427,Hockerill Anglo-European College,E10000015,Hertfordshire,14,35.7,76.9,72.5,41.2
103503,3304201,Hodge Hill College,E08000025,Birmingham,126,34.9,45.5,40.1,10.6
103483,3304015,Hodge Hill Girls' School,E08000025,Birmingham,78,39.7,52.9,,13.2
136717,8884010,Hodgson Academy,E10000017,Lancashire,47,21.3,57.8,50.7,36.5
142009,9364002,Hoe Valley School,E10000030,Surrey,43,14,54.8,43.9,40.8
137208,9354098,Holbrook Academy,E10000029,Suffolk,29,17.2,39.8,36.7,22.6
146058,8307001,Holbrook School for Autism,E10000007,Derbyshire,9,,,,
136594,8874068,Holcombe Grammar School,E06000035,Medway,16,68.8,86.6,,17.8
145722,8114002,Holderness Academy and Sixth Form College,E06000011,East Riding of Yorkshire,39,17.9,43.8,40,25.9
149632,2074001,Holland Park School,E09000020,Kensington and Chelsea,61,52.5,82,75.2,29.5
140091,3545401,Hollingworth Academy,E08000005,Rochdale,77,39,68.3,60.3,29.3
140388,3531101,Hollinwood Academy,E08000004,Oldham,18,0,0,,0.0
143519,8067001,Hollis Academy,E06000002,Middlesbrough,14,,,,
104688,3414404,Holly Lodge Girls' College,E08000012,Liverpool,91,36.3,59,,22.7
104018,3334138,Holly Lodge High School College of Science,E08000028,Sandwell,112,24.1,41.8,35.8,17.7
107796,3827000,Hollybank School,E08000034,Kirklees,z,,,,
122912,8926001,Hollygirt School,E06000018,Nottingham,z,,,,
131068,8507079,Hollywater School,E10000014,Hampshire,5,,,,
108886,8736051,Holme Court School,E10000003,Cambridgeshire,z,,,,
110148,8726004,Holme Grange School,E06000041,Wokingham,z,,,,
138058,8254070,Holmer Green Senior School,E06000060,Buckinghamshire,23,17.4,57.8,53.8,40.4
137449,8954165,Holmes Chapel Comprehensive School,E06000049,Cheshire East,29,27.6,45.8,45.8,18.2
107769,3824046,Holmfirth High School,E08000034,Kirklees,33,45.5,78.9,75.8,33.4
147300,9164018,Holmleigh Park High School,E10000013,Gloucestershire,79,26.6,36.9,34.3,10.3
115410,8816016,Holmwood House School,E10000012,Essex,z,,,,
145343,8784056,Holsworthy Community College,E10000008,Devon,24,37.5,42.6,43,5.1
103509,3304223,Holte School,E08000025,Birmingham,142,22.5,25.8,24.2,3.3
148356,9256059,Holton Sleaford Independent School,E10000019,Lincolnshire,z,,,,
119803,8884742,Holy Cross Catholic High School,E10000017,Lancashire,29,37.9,71.8,67.6,33.9
104962,3434624,Holy Family Catholic High School,E08000014,Sefton,48,25,51.6,45.8,26.6
148167,8154610,"Holy Family Catholic High School, A Voluntary Academy",E06000065,North Yorkshire,19,15.8,40.5,32.8,24.7
103106,3204603,Holy Family Catholic School,E09000031,Waltham Forest,69,33.3,48.1,45.5,14.8
131726,3544801,Holy Family Roman Catholic and Church of England College,E08000005,Rochdale,37,21.6,51.8,44.4,30.2
142067,8944000,Holy Trinity Academy,E06000020,Telford and Wrekin,25,48,48,49.3,0.0
144719,3304026,Holy Trinity Catholic School,E08000025,Birmingham,96,31.3,43.3,36.5,12.0
144606,3704011,Holy Trinity Catholic and Church of England School,E08000016,Barnsley,67,9,30,19.5,21.0
126098,9384606,"Holy Trinity CofE Secondary School, Crawley",E10000032,West Sussex,56,14.3,42,35,27.7
141105,8856009,Holy Trinity School,E10000034,Worcestershire,15,26.7,41.5,37.1,14.8
137034,3304241,Holyhead School,E08000025,Birmingham,117,24.8,44,34.2,19.2
139971,8684001,Holyport College,E06000040,Windsor and Maidenhead,13,46.2,60.3,57.3,14.1
136295,9334274,Holyrood Academy,E06000066,Somerset,55,16.4,33.9,29.8,17.5
137484,8865408,Homewood School and Sixth Form Centre,E10000016,Kent,105,10.5,33.7,26.9,23.2
136912,8784004,Honiton Community College,E10000008,Devon,29,13.8,42.9,36.8,29.1
146906,3824038,Honley High School,E08000034,Kirklees,51,29.4,61.7,56.3,32.3
136421,3424803,Hope Academy,E08000013,St. Helens,73,20.5,36.8,32.7,16.3
138597,8766014,Hope Corner School,E06000006,Halton,z,,,,
119898,8887104,Hope High School,E10000017,Lancashire,14,0,16.7,,16.7
135393,8916032,Hope House School,E10000024,Nottinghamshire,z,,,,
106543,3597002,Hope School,E08000010,Wigan,4,,,,
147533,8304013,Hope Valley College,E10000007,Derbyshire,21,4.8,50,42.5,45.2
135438,8866123,Hope View School,E10000016,Kent,z,,,,
138718,8407029,Hope Wood Academy,E06000047,County Durham,17,,,,
138243,8606040,Hopedale School,E10000028,Staffordshire,z,,,,
149109,8066005,Hopefields Education CiC,E06000002,Middlesbrough,z,,,,
143049,3926005,Hopespring Newcastle,E08000022,North Tyneside,z,,,,
147648,3946005,Hopespring Sunderland,E08000024,Sunderland,z,,,,
134388,3016002,Hopewell School,E09000002,Barking and Dagenham,z,,,,
146780,3306045,Hopwood Hall School,E08000025,Birmingham,z,,,,
138707,3844028,Horbury Academy,E08000036,Wakefield,40,32.5,57.7,54.8,25.2
146455,3704805,Horizon Community College,E08000016,Barnsley,115,31.3,54.8,48.3,23.5
143946,3114013,Hornchurch High School,E09000016,Havering,38,44.7,68.1,61.9,23.4
116437,8504173,Horndean Technology College,E10000014,Hampshire,46,34.8,48.3,45.7,13.5
118082,8114061,Hornsea School and Language College,E06000011,East Riding of Yorkshire,57,14,53.3,43.7,39.3
102153,3094029,Hornsey School for Girls,E09000014,Haringey,56,39.3,53.9,,14.6
137775,3834115,Horsforth School,E08000035,Leeds,57,40.4,68.6,62.4,28.2
143707,9374010,Houlton School,E10000031,Warwickshire,0,,,,
137229,8504168,Hounsdown School,E10000014,Hampshire,46,17.4,49.5,44.2,32.1
149107,8234013,Houstone School,E06000056,Central Bedfordshire,17,41.2,60.4,54.9,19.2
114607,8464068,Hove Park School and Sixth Form Centre,E06000043,Brighton and Hove,62,25.8,39.6,35.1,13.8
132855,9296046,Howard House School,E06000057,Northumberland,z,,,,
136833,9364036,Howard of Effingham School,E10000030,Surrey,19,42.1,68.3,66.1,26.2
146129,8114063,Howden School,E06000011,East Riding of Yorkshire,29,27.6,50.5,44.7,22.9
107786,3826005,Huddersfield Grammar School,E08000034,Kirklees,z,,,,
150038,9334010,Huish Episcopi Academy,E06000066,Somerset,31,35.5,60.3,58,24.8
130579,8108001,Hull College,E06000010,"Kingston upon Hull, City of",1,,,,
138082,8104622,Hull Trinity House Academy,E06000010,"Kingston upon Hull, City of",39,43.6,55.3,,11.7
105745,3536012,Hulme Grammar School,E08000004,Oldham,z,,,,
106151,3566009,Hulme Hall Grammar School,E08000007,Stockport,z,,,,
137200,8124092,Humberston Academy,E06000012,North East Lincolnshire,26,26.9,46.6,44,19.7
137394,8127011,Humberston Park School,E06000012,North East Lincolnshire,5,,,,
136838,8414288,Hummersknott Academy,E06000005,Darlington,52,23.1,66.7,57.8,43.6
137799,8554000,Humphrey Perkins School,E10000018,Leicestershire,25,20,60,54.8,40.0
112067,9084173,Humphry Davy School,E06000052,Cornwall,57,17.5,48.3,37.9,30.8
137899,3714040,Hungerhill School,E08000017,Doncaster,37,24.3,55.6,50.9,31.3
148335,8074015,Huntcliff School,E06000003,Redcar and Cleveland,32,43.8,62.8,58.5,19.0
121673,8164063,Huntington School,E06000014,York,35,22.9,54.7,51.3,31.8
116555,8506046,Hurst Lodge School,E10000014,Hampshire,z,,,,
151382,3034012,Hurstmere School,E09000004,Bexley,31,16.1,46.3,,30.2
126136,9386206,Hurstpierpoint College,E10000032,West Sussex,z,,,,
125442,9366564,Hurtwood House School,E10000030,Surrey,z,,,,
137511,8416006,Hurworth House School Aspris Children's services,E06000005,Darlington,z,,,,
136525,8414221,Hurworth School,E06000005,Darlington,35,34.3,59.3,52.8,25.0
119794,8884685,Hutton Church of England Grammar School,E10000017,Lancashire,18,22.2,55.9,,33.7
149433,9404000,Huxlow Academy,E06000061,North Northamptonshire,32,15.6,34.7,31.1,19.1
106268,3574025,Hyde High School,E08000008,Tameside,103,26.2,36.4,32.1,10.2
104266,3356007,Hydesville Tower School,E08000030,Walsall,z,,,,
137072,8815455,Hylands School,E10000012,Essex,31,9.7,52.5,36.9,42.8
118131,8106001,Hymers College,E06000010,"Kingston upon Hull, City of",z,,,,
142127,8004004,IKB Academy,E06000022,Bath and North East Somerset,11,9.1,36.7,36.7,27.6
149573,3446013,IMPACT Northwest Schools,E08000015,Wirral,z,,,,
150921,3326016,INNOV4TE Independent School,E08000027,Dudley,z,,,,
141005,8877000,INSPIRE Free Special School,E06000035,Medway,12,,,,
148552,8456067,ISP School,E10000011,East Sussex,z,,,,
119015,8866065,ISP School,E10000016,Kent,z,,,,
143630,2117171,Ian Mikardo School,E09000030,Tower Hamlets,11,0,,,
141369,8084005,Ian Ramsey Church of England Academy,E06000004,Stockton-on-Tees,50,26,54,48.2,28.0
101064,2126040,Ibstock Place School,E09000032,Wandsworth,z,,,,
138721,8554012,Ibstock School,E10000018,Leicestershire,37,21.6,42.3,38,20.7
139058,9266911,Iceni Secondary Academy,E10000020,Norfolk,24,29.2,40.2,,11.0
100312,2047171,Ickburgh School,E09000012,Hackney,8,,,,
143984,9314082,Icknield Community College,E10000025,Oxfordshire,18,11.1,58,52,46.9
137679,8215407,Icknield High School,E06000032,Luton,72,45.8,61.7,57.8,15.9
116609,8507020,Icknield School,E10000014,Hampshire,5,,,,
140922,8934394,Idsall School,E06000051,Shropshire,31,6.5,36.6,32.7,30.1
126071,9384030,Ifield Community College,E10000032,West Sussex,60,5,28.4,21,23.4
119040,8867039,Ifield School,E10000016,Kent,14,,,,
102850,3174007,Ilford County High School,E09000026,Redbridge,25,92,98.1,,6.1
136905,3804502,Ilkley Grammar School,E08000032,Bradford,22,27.3,69.9,67.9,42.6
147223,8566045,Imam Muhammad Adam Institute Boys School,E06000016,Leicester,z,,,,
126088,9384106,Imberhorne School,E10000032,West Sussex,32,9.4,47.9,44.2,38.5
143040,3306030,Imedia School,E08000025,Birmingham,z,,,,
140206,8036010,Immanuel Christian School,E06000025,South Gloucestershire,z,,,,
142590,3804616,Immanuel College,E08000032,Bradford,75,24,47.9,42.8,23.9
117657,9196231,Immanuel College,E10000015,Hertfordshire,z,,,,
102360,3116060,Immanuel School,E09000016,Havering,z,,,,
141560,3326010,Impact Independent School,E08000027,Dudley,z,,,,
137826,8734004,Impington Village College,E10000003,Cambridgeshire,33,39.4,70.4,66.8,31.0
135735,9336000,Inaura School,E06000066,Somerset,z,,,,
141207,3526009,IncludEd Learning,E08000003,Manchester,z,,,,
134440,9266150,Include School Norfolk,E10000020,Norfolk,z,,,,
149140,8506107,Inclusion School,E10000014,Hampshire,z,,,,
147635,8866159,Infiniti School,E10000016,Kent,z,,,,
135814,9387023,Ingfield Manor School,E10000032,West Sussex,z,,,,
140949,8084004,Ingleby Manor Free School & Sixth Form,E06000004,Stockton-on-Tees,28,57.1,60.5,59.5,3.4
134064,3567103,Inscape House School,E08000007,Stockport,z,,,,
135493,3076339,Insights Independent School,E09000009,Ealing,z,,,,
148010,8256050,International School of Creative Arts,E06000060,Buckinghamshire,z,,,,
145950,8616017,Intuition Holistic Education,E06000021,Stoke-on-Trent,z,,,,
148729,8076005,Invested Education,E06000003,Redcar and Cleveland,z,,,,
136582,8864058,Invicta Grammar School,E10000016,Kent,20,90,93,,3.0
136453,9354606,Ipswich Academy,E10000029,Suffolk,73,21.9,34.2,29.2,12.3
124888,9356055,Ipswich High School,E10000029,Suffolk,z,,,,
124881,9356039,Ipswich School,E10000029,Suffolk,z,,,,
136023,8746003,Iqra Academy,E06000031,Peterborough,z,,,,
142073,3554002,Irlam and Cadishead Academy,E08000006,Salford,44,36.4,54,49.5,17.6
139682,8784006,Isca Academy,E10000008,Devon,36,25,51.9,47.5,26.9
141791,9407008,Isebrook School,E06000061,North Northamptonshire,17,0,0,0,0.0
101575,3046069,Islamia School for Girls',E09000005,Brent,z,,,,
134084,3096087,Islamic Shakhsiyah Foundation,E09000014,Haringey,z,,,,
132749,8896007,Islamiyah School,E06000008,Blackburn with Darwen,z,,,,
137940,3134500,Isleworth and Syon School for Boys,E09000018,Hounslow,51,33.3,40.5,,7.2
101943,3075404,Islip Manor High School,E09000009,Ealing,57,22.8,34.1,29.2,11.3
138350,8554028,Ivanhoe School,E10000018,Leicestershire,35,17.1,39.4,32.6,22.3
109739,8237009,Ivel Valley School & College,E06000056,Central Bedfordshire,15,,,,
149271,8554056,Iveshead School,E10000018,Leicestershire,40,10,51.2,42,41.2
142013,8606041,Ivetsey Bank Hospital School,E10000028,Staffordshire,z,,,,
147491,8317026,Ivy House School,E06000015,Derby,3,,,,
148241,3846011,Ivy Lane School,E08000036,Wakefield,z,,,,
136336,8784184,Ivybridge Community College,E10000008,Devon,55,56.4,74.3,73.1,17.9
140047,9354035,Ixworth High School,E10000029,Suffolk,17,29.4,38.6,38,9.2
135747,3025427,JCoSS,E09000003,Barnet,11,63.6,77.7,76.1,14.1
133724,3044033,JFS,E09000005,Brent,24,58.3,80.7,78.3,22.4
148248,8606084,JP Alternative Education,E10000028,Staffordshire,z,,,,
107460,3806109,Jaamiatul Imaam Muhammad Zakaria,E08000032,Bradford,z,,,,
145271,8745405,Jack Hunt School,E06000031,Peterborough,103,25.2,44.1,39,18.9
100381,2057203,Jack Tizard School,E09000013,Hammersmith and Fulham,c,,,,
131355,8886034,Jamea Al Kauthar,E10000017,Lancashire,z,,,,
133349,8566015,Jameah Academy,E06000016,Leicester,z,,,,
145505,8566028,Jameah Boys Academy,E06000016,Leicester,z,,,,
100863,2106002,James Allen's Girls' School,E09000028,Southwark,z,,,,
122363,9294439,James Calvert Spence College,E06000057,Northumberland,26,7.7,30.5,24.7,22.8
146250,9427022,James Rennie School,E06000063,Cumberland,3,,,,
131119,8926012,Jamia Al-Hudaa Residential College,E06000018,Nottingham,z,,,,
134571,3306106,Jamia Islamia Birmingham,E08000025,Birmingham,z,,,,
134805,8216006,Jamiatul Uloom Al - Islamia,E06000032,Luton,z,,,,
131388,2116387,Jamiatul Ummah School,E09000030,Tower Hamlets,z,,,,
131389,8896005,Jamiatul-Ilm Wal-Huda UK School,E06000008,Blackburn with Darwen,z,,,,
140815,9264013,Jane Austen College,E10000020,Norfolk,50,48,70.6,68.3,22.6
104271,3357004,Jane Lane School,E08000030,Walsall,16,,,,
133725,3934033,Jarrow School,E08000023,South Tyneside,60,13.3,50.5,36.5,37.2
150671,8306059,Jasmine Grove School,E10000007,Derbyshire,z,,,,
148839,8316016,Jasmine Hall School,E06000015,Derby,z,,,,
145572,8306046,Jasmine House School,E10000007,Derbyshire,z,,,,
142408,2026004,Jeannine Manuel School,E09000007,Camden,z,,,,
142332,8966002,Jefferson House,E06000050,Cheshire West and Chester,z,,,,
146752,3914007,Jesmond Park Academy,E08000021,Newcastle upon Tyne,128,38.3,66.3,55.9,28.0
141003,3304016,Jewellery Quarter Academy,E08000025,Birmingham,94,22.3,38.5,30.3,16.2
131976,9366579,Jigsaw CABAS School,E10000030,Surrey,z,,,,
133561,3014029,Jo Richardson Community School,E09000002,Barking and Dagenham,87,31,55.9,49.3,24.9
135295,8036906,John Cabot Academy,E06000025,South Gloucestershire,44,54.5,62.1,61.4,7.6
101969,3077012,John Chilton School,E09000009,Ealing,7,,,,
137261,8254044,John Colet School,E06000060,Buckinghamshire,28,17.9,51.7,48.2,33.8
149743,9194619,John F Kennedy Catholic School,E10000015,Hertfordshire,18,27.8,57.5,55.8,29.7
141255,3167004,John F Kennedy Special School,E09000025,Newham,18,,,,
137617,8554044,John Ferneley College,E10000018,Leicestershire,40,22.5,40.2,37.3,17.7
142710,8304172,John Flamsteed Community School,E10000007,Derbyshire,24,29.2,66.7,61.6,37.5
121265,9267020,"John Grant School, Caister-on-Sea",E10000020,Norfolk,9,,,,
136771,8254009,John Hampden Grammar School,E06000060,Buckinghamshire,10,90,98.2,,8.2
116405,8504001,John Hanson Community School,E10000014,Hampshire,35,22.9,42.9,40.8,20.0
136347,3344661,John Henry Newman Catholic College,E08000029,Solihull,84,22.6,45.9,38,23.3
108119,3837015,John Jamieson School,E08000035,Leeds,30,0,0,0,0.0
136399,8844428,John Kyrle High School and Sixth Form Centre Academy,E06000019,"Herefordshire, County of",33,24.2,52.7,49.1,28.5
151631,8704005,John Madejski Academy,E06000038,Reading,z,,,,
130247,8706905,John Madejski Academy,E06000038,Reading,54,9.3,31,21.7,21.7
136803,8844058,John Masefield High School,E06000019,"Herefordshire, County of",32,12.5,46.2,39.6,33.7
140580,9314126,John Mason School,E10000025,Oxfordshire,31,19.4,46.6,42.8,27.2
142822,8694001,John O'Gaunt School,E06000037,West Berkshire,26,23.1,25.5,27,2.4
145500,8304009,John Port Spencer Academy,E10000007,Derbyshire,50,32,58.9,54.5,26.9
112384,9434151,John Ruskin School,E06000064,Westmorland and Furness,6,33.3,52.4,50,19.1
148793,3834082,John Smeaton Academy,E08000035,Leeds,55,5.5,22.8,14.4,17.3
150195,3924038,John Spence Community High School,E08000022,North Tyneside,63,20.6,34.1,28.5,13.5
136968,9254048,John Spendluffe Foundation Technology College,E10000019,Lincolnshire,57,19.3,20,21.2,0.7
145889,8604017,John Taylor Free School,E10000028,Staffordshire,47,34,51.7,49.5,17.7
136323,8604061,John Taylor High School,E10000028,Staffordshire,31,32.3,68.1,63.8,35.8
123333,9317011,John Watson School,E10000025,Oxfordshire,2,,,,
137464,8124011,John Whitgift Academy,E06000012,North East Lincolnshire,57,49.1,60.8,56.1,11.7
140197,3207003,Joseph Clarke School,E09000031,Waltham Forest,5,,,0,
137830,3354007,Joseph Leckie Academy,E08000030,Walsall,135,24.4,37.7,30,13.3
143227,3827013,Joseph Norton Academy,E08000034,Kirklees,9,,,,
121711,8164508,Joseph Rowntree School,E06000014,York,44,20.5,52.5,47.5,32.0
138734,8815436,"Joyce Frankland Academy, Newport",E10000012,Essex,27,22.2,52,47.7,29.8
139948,9364000,Jubilee High School,E10000030,Surrey,19,5.3,45.3,39.6,40.0
135105,8506086,Jubilee School,E10000014,Hampshire,z,,,,
145558,8564007,Judgemeadow Community College,E06000016,Leicester,55,27.3,39.8,36.9,12.5
140496,3156006,Jus'T'Learn,E09000024,Merton,z,,,,
146287,8786076,K-HQ,E10000008,Devon,z,,,,
148420,8266019,KWS Milton Keynes,E06000042,Milton Keynes,z,,,,
136122,8226015,KWS School,E06000055,Bedford,z,,,,
131979,3526049,Kassim Darwish Grammar School for Boys,E08000003,Manchester,z,,,,
137033,9165406,Katharine Lady Berkeley's School,E10000013,Gloucestershire,28,25,64.5,61.1,39.5
145890,9194030,Katherine Warington School,E10000015,Hertfordshire,35,25.7,68.1,61.7,42.4
136135,3506907,Kearsley Academy,E08000001,Bolton,56,42.9,70.1,59.4,27.2
136252,3937007,Keelman's Way School,E08000023,South Tyneside,6,,,,
142797,3727003,Kelford School,E08000018,Rotherham,c,,,,
103105,3204075,Kelmscott School,E09000031,Waltham Forest,71,33.8,40,39.1,6.2
143221,8104113,Kelvin Hall School,E06000010,"Kingston upon Hull, City of",86,25.6,43.2,38.2,17.6
146497,8617011,Kemball School,E06000021,Stoke-on-Trent,16,,,,
136281,3055406,Kemnal Technology College,E09000006,Bromley,37,10.8,25.9,20.7,15.1
142387,8224004,Kempston Academy,E06000055,Bedford,42,14.3,42.7,35.6,28.4
149236,8744081,Ken Stimpson Academy,E06000031,Peterborough,47,17,47.1,41,30.1
136448,8705413,Kendrick School,E06000038,Reading,6,100,100,,0.0
146697,9374236,Kenilworth School and Sixth Form,E10000031,Warwickshire,24,20.8,70.2,66,49.4
150388,8677032,Kennel Lane School,E06000036,Bracknell Forest,6,,,,
136647,8694042,Kennet School,E06000037,West Berkshire,55,18.2,51.9,46.5,33.7
140212,2074000,Kensington Aldridge Academy,E09000020,Kensington and Chelsea,102,48,77.3,62.6,29.3
100536,2136389,Kensington Park School,E09000033,Westminster,z,,,,
119001,8866053,Kent College (Canterbury),E10000016,Kent,z,,,,
